n_dc,budget,policy,oracle_avg_reward,avg_reward,oracle_pct,delta_vs_tw_oracle_pct
5,2,TW,32.08195760744242,30.706179757602776,95.71167736497324,0.0
5,2,ST,32.08195760744242,25.4564142348882,79.34807017194855,-16.363607193024677
5,2,TM-TW,32.08195760744242,31.859087582170346,99.30531039284095,3.5936330278677175
5,2,EXP4,32.08195760744242,29.930508775932367,93.29389790412617,-2.417779460847076
