n_dc,budget,policy,oracle_avg_reward,avg_reward,oracle_pct,delta_vs_tw_oracle_pct
5,2,TW,31.952916407521673,31.08627079220529,97.28774173767633,0.0
5,2,ST,31.952916407521673,25.454834603928298,79.66357211117125,-17.624169626505083
5,2,TM-TW,31.952916407521673,31.705903775196447,99.22694808456646,1.9392063468901244
5,2,EXP4,31.952916407521673,29.799791136799332,93.26156885568199,-4.026172881994343
