model,avgcpu,corehour,avg_power_W,measured_energy_Wh,power_saving_index,vmcategory,qos_cost,power_floor_W,power_calibration_scale
unlabeled,0.0,1e-06,294.1022398589064,10.108712799851403,5.054356399925702,Interactive,1e-06,266.9,10.811692029199317
unlabeled,0.0,1e-06,294.16349647266304,10.074935976652355,5.037467988326178,Interactive,9e-07,266.9,10.78964676330562
unlabeled,0.0,1e-06,299.9646520858111,40.860931989470906,38.728612411767976,Delay-insensitive,1e-07,266.9,9.0720643697483
unlabeled,0.0,1e-06,305.86360337903386,63.46870009722931,63.46870009722931,Interactive,6e-07,266.9,7.849982467063547
unlabeled,0.0054009140008309,0.000448236547704,305.8206764990997,63.45078516442845,63.447355051420665,Interactive,0.0003137655833928,266.9,7.857537535509533
unlabeled,0.0101054610616609,0.0043099185101433,292.417191034341,311.7854436905569,155.87696816697442,Delay-insensitive,0.0004309918510143,266.9,11.459615231190856
unlabeled,0.011398020034664,0.0048403515759875,293.8115131752889,311.9294001318184,155.94692317814872,Interactive,0.00387228126079,266.9,10.91768832400985
unlabeled,0.0105457963691909,0.0044379007766168,296.64522677868115,312.0869292874896,156.02700861771604,Delay-insensitive,0.0004437900776616,266.9,9.972868218012412
unlabeled,0.0160096351565712,0.0067029709704122,298.5897461958815,312.5365414701933,156.24325275508647,Interactive,0.0033514854852061,266.9,9.422282663617132
unlabeled,0.031813641971682,0.0133241471124984,297.78415604253365,311.79390797300573,155.84735748771686,Delay-insensitive,0.0013324147112498,266.9,9.641971619118392
unlabeled,20.648459689753118,1.1297919434226154,338.9604020100501,46.366016773673486,18.396074245208673,Delay-insensitive,0.1129791943422615,266.9,4.703837233141944
unlabeled,25.258903211710727,1.376374474964448,349.2055625955869,47.57110976312391,17.777584595659885,Interactive,0.8258246849786688,266.9,4.2427941876957735
unlabeled,25.214597902097903,1.3737865477745026,350.26617132867113,47.7095605668742,17.839893354539505,Delay-insensitive,0.1373786547774502,266.9,4.201538414757549
unlabeled,25.70388986013986,1.399576803429352,350.4048754370628,47.69886368743528,17.719200150339336,Delay-insensitive,0.1399576803429351,266.9,4.1962205632072465
unlabeled,25.746066433566437,1.402142220820997,350.4378693181816,47.7125052882795,17.71420598982008,Delay-insensitive,0.1402142220820997,266.9,4.194958192953464
unlabeled,78.36886395511921,0.6504180319884381,457.6282889200562,9.495151391759338,2.0539091152188544,Interactive,0.325209015994219,266.9,2.399372906406512
unlabeled,80.35994397759103,0.6686215217507148,461.1860224089638,9.593053605140293,1.8840811023092767,Delay-insensitive,0.0668621521750714,266.9,2.373747821334192
unlabeled,80.96638655462185,0.6685124644712239,463.4759663865545,9.566916398795712,1.8209298859892675,Delay-insensitive,0.0668512464471224,266.9,2.357744819502286
unlabeled,55.56748994830557,3.3370006475718688,366.0087937966686,54.949916896224934,24.415627348312878,Delay-insensitive,0.3337000647571869,266.9,3.6930001847017873
unlabeled,34.1231565522109,31.60843157282268,343.9783162248178,796.5716077798244,524.7562310066515,Delay-insensitive,3.1608431572822684,266.9,4.462711863366613
unlabeled,88.89355742296918,0.7350213186291197,478.42546218487405,9.889718790520826,1.098395938499022,Delay-insensitive,0.0735021318629119,266.9,2.261786629577144
unlabeled,34.90635711752886,41.23971613274325,328.4615616011981,970.1428822365406,631.5013432127662,Delay-insensitive,4.123971613274325,266.9,5.335497558184189
unlabeled,34.640002971805,32.08781992635251,345.07579786772953,799.128833211612,522.3105816385591,Interactive,28.87903793371726,266.9,4.414100108726546
unlabeled,91.57142857142856,0.7557898736756945,481.9846498599439,9.945217720042496,0.8382397792607247,Delay-insensitive,0.0755789873675694,266.9,2.2409067786743337
unlabeled,35.00353610968835,41.36734232373817,328.5698858398016,970.7635610166686,630.9619873965025,Delay-insensitive,4.136734232373818,266.9,5.327882180507349
unlabeled,68.11049406357718,4.077775279008986,384.0069398697815,57.47623871687138,18.32888855764925,Interactive,3.262220223207189,266.9,3.279113435094305
unlabeled,87.69351166761525,3.633678092718208,394.0194649971541,40.8165858236876,5.023088372069922,Delay-insensitive,0.3633678092718208,266.9,3.0995997741649965
unlabeled,67.96496266513498,4.070633059571596,384.3179322228603,57.54499152749089,18.43455952017662,Delay-insensitive,0.4070633059571595,266.9,3.273076990432955
unlabeled,35.24296718017415,41.59790462052256,328.66707773531414,969.8290783551384,628.0325345666514,Delay-insensitive,4.159790462052256,266.9,5.321072159892793
unlabeled,68.31999234009957,4.091175735644915,384.1148257372657,57.50444346271592,18.21741209377151,Delay-insensitive,0.4091175735644916,266.9,3.2770157129973487
unlabeled,87.93056346044393,3.5567033603306712,394.34758110415487,39.8774132580868,4.812979086801303,Interactive,2.845362688264537,266.9,3.0941943165000465
unlabeled,35.16897482368701,41.539365693408136,329.27276249950836,972.2903328087302,630.3457904500854,Delay-insensitive,4.1539365693408135,266.9,5.279111415052424
unlabeled,35.371508214806354,41.74188540373195,328.8069151136685,970.0618706501843,626.9363563844504,Interactive,20.87094270186597,266.9,5.311311579812038
unlabeled,36.04751173243849,33.38813058660237,346.38757005411185,802.0826450092546,512.9518094456907,Delay-insensitive,3.3388130586602376,266.9,4.35775769492394
unlabeled,87.92997438087104,3.5835763350194103,394.36074295473924,40.18032064333,4.849774995498091,Delay-insensitive,0.358357633501941,266.9,3.0939780658172924
unlabeled,87.92598918303445,3.6493681817872026,394.2032166239684,40.90351127329878,4.938694375656819,Interactive,2.5545577272510416,266.9,3.096569176161323
unlabeled,87.89638485624822,3.662066146897369,394.1380899516082,41.052876030542784,4.968882120178421,Delay-insensitive,0.3662066146897369,266.9,3.097642302721681
unlabeled,68.58713136729223,4.106471590320519,384.65695135963256,57.57577300903499,18.08620193959418,Interactive,2.4638829541923117,266.9,3.2665328621227707
unlabeled,36.476992991406426,33.78639324600013,347.3736452116199,804.3770619456837,510.9644974352758,Delay-insensitive,3.3786393246000133,266.9,4.316613772100647
unlabeled,38.36917704747517,35.53863169815425,349.6954608831295,809.744901191439,499.05244642039287,Delay-insensitive,3.553863169815425,266.9,4.223606670621043
