source_file,model,segment_id,maxcpu,avgcpu,p95maxcpu,vmcorecountbucket,vmmemorybucket,lifetime,corehour,allocated_gpu_hour,avg_power_W,measured_energy_Wh,power_saving_index
unlabeled_gpu_trace7.csv,unlabeled,2,71.0,68.31999234009957,70.0,1,4,0.1497063888443841,0.1022793933911229,0.1497063888443841,117.21482573726567,17.547808280149813,5.559147007296101
unlabeled_gpu_trace7.csv,unlabeled,3,72.0,68.58713136729223,70.0,1,4,0.14968083328670925,0.10266178975801296,0.14968083328670925,117.7569513596326,17.625958604812297,5.536819221785138
unlabeled_gpu_trace7.csv,unlabeled,4,71.0,68.11049406357718,70.0,1,4,0.14967499997880723,0.10194438197522464,0.14967499997880723,117.10693986978153,17.52798122252773,5.589586612493058
unlabeled_gpu_trace8.csv,unlabeled,0,12.0,0.008863038360337904,0.0,1,32,0.2074844444460339,1.838942590298597e-05,0.2074844444460339,38.97582606287135,8.086877617480111,8.08616087441472
unlabeled_gpu_trace8.csv,unlabeled,1,0.0,0.0,0.0,1,32,0.2075311111079322,0.0,0.2075311111079322,38.99360337903391,8.092385835352927,8.092385835352927
unlabeled_gpu_trace8.csv,unlabeled,2,0.0,0.0,0.0,1,32,0.20748194442854986,0.0,0.20748194442854986,38.933603379033826,8.078019732691898,8.078019732691898
unlabeled_gpu_trace8.csv,unlabeled,3,0.0,0.0,0.0,1,32,0.20749277777141995,0.0,0.20749277777141995,38.88284032682501,8.067908547055508,8.067908547055508
unlabeled_gpu_trace8.csv,unlabeled,4,4.0,0.0019387896413239163,0.0,1,32,0.20746972216500176,4.022401482218563e-06,0.20746972216500176,38.86552693532806,8.063420075068905,8.063263742315753
unlabeled_gpu_trace9.csv,unlabeled,0,0.0,0.0,0.0,2,4,0.01716472221745385,0.0,0.0343294444349077,27.179435626102176,0.9330549250984255,0.46652746254921273
unlabeled_gpu_trace9.csv,unlabeled,1,0.0,0.0,0.0,2,4,0.017206666668256123,0.0,0.034413333336512246,27.225044091710636,0.9369045174292814,0.4684522587146407
unlabeled_gpu_trace9.csv,unlabeled,2,0.0,0.0,0.0,2,4,0.017133333351877,0.0,0.034266666703754,27.26155202821862,0.9341625171780163,0.4670812585890082
unlabeled_gpu_trace9.csv,unlabeled,3,0.0,0.0,0.0,2,4,0.017116111119588218,0.0,0.034232222239176435,27.265440917107473,0.9333566329235575,0.46667831646177876
unlabeled_gpu_trace9.csv,unlabeled,4,0.0,0.0,0.0,2,4,0.017253055572509765,0.0,0.03450611114501953,27.246463844797276,0.9401695097373309,0.47008475486866547
