S,context_noise_level,trust_scale_mult,gate_scale_mult,gate_mode,trust_floor,policy_label,n,mean_reward_pct_oracle,mean_transition_l1_error,mean_off_support_leakage,mean_top1_agreement,mean_top2_agreement,mean_cum_regret
50,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,76.27469250390794,0.08034281329676207,0.0009025007870227001,0.522,0.774,236782.82818238513
50,0.1,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,50.17384307432807,0.08232239805542955,0.0009700157049112055,0.31999999999999995,0.5940000000000001,477052.59857074125
50,0.1,1.0,1.0,deterministic,0.1,tw_dense,10,52.50309353546336,0.31898993136978687,0.016541668424820813,0.34700000000000003,0.592,474686.6304020815
50,0.1,1.0,1.0,deterministic,0.1,tw_gated_offline,10,56.511895598168465,0.24994782745515726,0.013007903243883035,0.364,0.639,421670.77043515164
50,0.1,1.0,1.0,deterministic,0.1,tw_offline,10,51.50231622898882,0.24913276715931604,0.012973822368526955,0.353,0.5870000000000001,453455.01709512796
50,0.1,1.0,1.0,deterministic,0.1,tw_support_offline,10,57.545384985225134,0.08126618500179672,0.0008702526417188111,0.375,0.624,411725.00457881537
50,0.2,1.0,1.0,deterministic,0.1,exp4_dense,10,74.43951710662512,0.3336497970215452,0.01737598282382793,0.512,0.74,248651.27465465767
50,0.2,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,47.77070997145459,0.331398716926872,0.017256434959787233,0.314,0.5730000000000001,513917.8014826486
50,0.2,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,54.56653511493145,0.33120599368686154,0.017244020414013895,0.359,0.625,438648.6557765549
50,0.2,1.0,1.0,deterministic,0.1,oracle,10,89.8252162885317,0.33141794986102946,0.01727910637397355,0.825,0.9269999999999999,109253.53000381347
50,0.2,1.0,1.0,deterministic,0.1,state_thompson,10,49.14958873140817,0.33153274409507494,0.017260401363715056,0.28700000000000003,0.491,490276.3579716178
50,0.2,1.0,1.0,deterministic,0.1,tm_tw_dense,10,58.098342475518564,0.33162438380535786,0.017272552887920557,0.39100000000000007,0.63,413025.8919694448
50,0.2,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,57.03987798154601,0.2591659013698709,0.013532633024626392,0.379,0.625,427224.2224281269
50,0.2,1.0,1.0,deterministic,0.1,tm_tw_offline,10,54.51446324846124,0.25938427809410386,0.013530368390735995,0.364,0.633,453743.381309574
50,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,77.02969772843804,0.33324658768950255,0.017351057713774383,0.501,0.7590000000000001,223179.61709585955
50,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,74.97760743479162,0.25980830617019873,0.013574384948653626,0.5000000000000001,0.755,243607.84649694394
50,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_offline,10,73.29256164040666,0.2604152129962477,0.01359132110912778,0.48900000000000005,0.7489999999999999,248905.04094371764
50,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,74.50484537339148,0.0858703665867377,0.0016591608142835224,0.499,0.7369999999999999,247997.28626693628
50,0.2,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,55.43995250241263,0.08583601611035871,0.0016906982346441349,0.379,0.644,444020.31565447093
50,0.2,1.0,1.0,deterministic,0.1,tw_dense,10,54.30864325328745,0.33063395277984886,0.01722315349833468,0.34500000000000003,0.5660000000000001,446448.87703485676
50,0.2,1.0,1.0,deterministic,0.1,tw_gated_offline,10,53.79844761585905,0.2592416673496686,0.013534267775174844,0.372,0.587,456171.7830593189
50,0.2,1.0,1.0,deterministic,0.1,tw_offline,10,45.75634371342828,0.2595450264883784,0.013547363033012261,0.304,0.5359999999999999,524451.2999511156
50,0.2,1.0,1.0,deterministic,0.1,tw_support_offline,10,58.122499808721656,0.08684768256722737,0.0016288366843895598,0.414,0.652,393663.6869571462
50,0.3,1.0,1.0,deterministic,0.1,exp4_dense,10,64.98398818523056,0.34331324183721795,0.017913979496133752,0.434,0.69,351092.2272928627
50,0.3,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,53.615942103109454,0.34245105399203996,0.01789616274392118,0.358,0.6,467491.69974281953
50,0.3,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,61.894892774433515,0.34219188376235843,0.01786211387272999,0.385,0.6410000000000001,379449.4555767739
50,0.3,1.0,1.0,deterministic,0.1,oracle,10,85.05424582558098,0.34368592430833644,0.017952535256316838,0.721,0.8789999999999999,160208.4663821638
50,0.3,1.0,1.0,deterministic,0.1,state_thompson,10,47.79061467467985,0.34271462173290296,0.017888967349583174,0.30399999999999994,0.493,505134.8263125974
50,0.3,1.0,1.0,deterministic,0.1,tm_tw_dense,10,54.24843180289565,0.3442050607152001,0.017974610291610533,0.352,0.5880000000000001,423027.41026810464
50,0.3,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,59.11413461446483,0.26827347026048254,0.014033963713267015,0.41500000000000004,0.648,414306.8459771803
50,0.3,1.0,1.0,deterministic,0.1,tm_tw_offline,10,53.24145459003737,0.26818492144836237,0.014023995460209937,0.363,0.6079999999999999,441760.6190191336
50,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,70.4973953068351,0.3456625250836103,0.018034388118873125,0.47400000000000003,0.733,286582.16101066663
50,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,73.77635466039439,0.2682457068089612,0.014026560111291216,0.496,0.749,253903.51182124694
50,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_offline,10,72.42832150575634,0.26847734463429884,0.014047729857282264,0.5109999999999999,0.7540000000000001,281622.4046550601
50,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,70.05673267156843,0.09112860514217457,0.002431261702506561,0.46900000000000003,0.725,297787.58859338786
50,0.3,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,56.1939044525512,0.09125227869310347,0.002446708048695872,0.372,0.623,439630.2256525511
50,0.3,1.0,1.0,deterministic,0.1,tw_dense,10,51.458754765880414,0.3422880907806142,0.017868200322105093,0.35300000000000004,0.5690000000000001,469279.90738708805
50,0.3,1.0,1.0,deterministic,0.1,tw_gated_offline,10,54.454304136969924,0.2677702834367878,0.013994650708455694,0.382,0.639,465528.8531005563
50,0.3,1.0,1.0,deterministic,0.1,tw_offline,10,55.47754629211803,0.26878663310181744,0.014055867033688964,0.35200000000000004,0.6,440479.8139455051
50,0.3,1.0,1.0,deterministic,0.1,tw_support_offline,10,53.49472953843629,0.09183692609807918,0.0024668483990150257,0.36200000000000004,0.617,444475.1554450289
8,0.0,1.0,1.0,deterministic,0.1,exp4_dense,10,88.2724998158709,0.1875302415762153,0.05680132670362642,0.6,0.7630000000000001,108652.73814271475
8,0.0,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,79.33471046861538,0.1825471002023845,0.03988664207310895,0.5549999999999999,0.77,213245.16098473623
8,0.0,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,85.4765657527385,0.17937181893192017,0.041511846846182074,0.641,0.8,156110.7324368658
8,0.0,1.0,1.0,deterministic,0.1,oracle,10,100.0,0.18335524616582338,0.043637469596471655,1.0,1.0,0.0
8,0.0,1.0,1.0,deterministic,0.1,state_thompson,10,66.23020161180219,0.18032474957209285,0.04250780846459783,0.399,0.638,323948.7805082336
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_dense,10,80.52744339023626,0.18217451962417766,0.04110312512186442,0.5900000000000001,0.782,213519.31954823475
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,70.15038959383303,0.1106336774978075,0.028563978420573056,0.4919999999999999,0.721,303277.83933949017
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_offline,10,65.79683967797749,0.11075068794578599,0.025657376457803527,0.42800000000000005,0.6769999999999999,344264.38032636914
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,91.05180448252435,0.18175458870271116,0.04616631751384735,0.631,0.8200000000000001,96142.60480118402
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,92.14922518299346,0.1094074180600036,0.026977555584871887,0.6819999999999999,0.8640000000000001,96335.55891502553
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_offline,10,93.15899466118961,0.11232304994990341,0.026452346344739842,0.688,0.8540000000000001,70201.96009699629
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,95.49558075136513,0.08018130021538435,2.42708004065915e-07,0.72,0.867,53015.84890178761
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,79.23202726282369,0.08379876952199096,2.3271553683735842e-07,0.585,0.806,222185.41049355263
8,0.0,1.0,1.0,deterministic,0.1,tw_dense,10,80.95673190538989,0.18587100661722386,0.038969450034050904,0.5940000000000001,0.7849999999999999,196055.5662376256
8,0.0,1.0,1.0,deterministic,0.1,tw_gated_offline,10,73.43687148519278,0.10950442863916865,0.026711178742901198,0.549,0.765,272628.31864546647
8,0.0,1.0,1.0,deterministic,0.1,tw_offline,10,73.36983232863477,0.11085517565715979,0.025031200053685372,0.557,0.765,275547.6555012257
8,0.0,1.0,1.0,deterministic,0.1,tw_support_offline,10,81.7347615237272,0.08382790420378966,2.310518793930334e-07,0.624,0.8099999999999999,187499.8310961513
8,0.1,1.0,1.0,deterministic,0.1,exp4_dense,10,89.83146606712197,0.19240856477325646,0.06797119564483586,0.651,0.8,96505.65027574218
8,0.1,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,72.48819196953092,0.19311919467041333,0.05888869366223437,0.502,0.68,253299.0545053936
8,0.1,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,77.60911998901851,0.19416037031600356,0.058410100418662014,0.535,0.736,224112.81525566848
8,0.1,1.0,1.0,deterministic,0.1,oracle,10,95.55393940417613,0.1910281725152011,0.06034926865386421,0.906,0.969,47239.52687176554
8,0.1,1.0,1.0,deterministic,0.1,state_thompson,10,72.09371640968759,0.1848969375863506,0.059485832074201384,0.466,0.673,273792.98746894114
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_dense,10,82.88004090462951,0.19644992239206566,0.05874200507634921,0.5919999999999999,0.739,181037.1640928083
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,75.20881252839115,0.11925240720182984,0.03997309009266385,0.5529999999999999,0.7390000000000001,235561.1836388248
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_offline,10,84.0300706119129,0.12461138395999323,0.04042914932169167,0.632,0.7699999999999999,153812.37106769584
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,90.86391809341694,0.18756007237093342,0.058597325509939915,0.6569999999999999,0.827,100457.88174208063
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,87.12890606582212,0.11956417811092117,0.039678967259032354,0.625,0.8049999999999999,138504.97590231252
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_offline,10,88.21563093543033,0.12068073141405977,0.0390891166446458,0.6289999999999999,0.826,124391.85389220048
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,89.42464590654471,0.08563356949566801,0.012568991185366201,0.6719999999999999,0.833,112505.70771374386
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,79.70728018339193,0.08779214361156817,0.013921012076430544,0.5960000000000001,0.761,199252.3154470521
8,0.1,1.0,1.0,deterministic,0.1,tw_dense,10,73.03242590335732,0.19182473631455457,0.057038843221797766,0.506,0.718,267955.6516175698
8,0.1,1.0,1.0,deterministic,0.1,tw_gated_offline,10,72.26648847756718,0.1192198974531399,0.03964033833793542,0.54,0.747,290206.4145276441
8,0.1,1.0,1.0,deterministic,0.1,tw_offline,10,75.55776251222206,0.12475272534331387,0.03956206801959932,0.532,0.7180000000000002,224154.65325703035
8,0.1,1.0,1.0,deterministic,0.1,tw_support_offline,10,77.25565163737197,0.0918275467497916,0.014014716176321287,0.586,0.7759999999999999,214573.12563718026
8,0.2,1.0,1.0,deterministic,0.1,exp4_dense,10,78.44511466963216,0.20954447115847566,0.08260730197393396,0.533,0.7209999999999999,219801.76131168922
8,0.2,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,61.21681411658233,0.20426762499463877,0.06973323151795308,0.409,0.683,387026.40274552774
8,0.2,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,77.5198203653205,0.21003990584294235,0.07256913848140233,0.52,0.713,236457.1959384543
8,0.2,1.0,1.0,deterministic,0.1,oracle,10,92.95786768245117,0.2071775071393954,0.07556177679522215,0.8560000000000001,0.944,74091.28053184386
8,0.2,1.0,1.0,deterministic,0.1,state_thompson,10,63.05940335850463,0.2010476068425914,0.07091876449250475,0.38900000000000007,0.6239999999999999,372974.98719225475
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_dense,10,74.66874614995831,0.2124040426078198,0.0721160617160791,0.556,0.74,270239.8185054845
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,68.9009848910894,0.13594598276861267,0.0510951819976954,0.496,0.707,301634.66248657356
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_offline,10,62.69273060823317,0.13941179829871359,0.05073774470097927,0.425,0.661,375800.9086600934
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,87.74314002019591,0.2112902218904697,0.07502718376705865,0.5980000000000001,0.779,134734.5541568242
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,84.26421826328588,0.13526920856098296,0.05130809687901604,0.5860000000000001,0.779,171468.57870370016
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_offline,10,82.08157083045953,0.13787515419946772,0.050909859394754745,0.577,0.8089999999999999,181588.73949588038
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,86.82616770547932,0.10006831609750318,0.02494654297910252,0.6120000000000001,0.8099999999999999,135259.49241342588
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,80.72844296226897,0.10440832487792784,0.024577428476918715,0.6050000000000001,0.765,186094.76640791143
8,0.2,1.0,1.0,deterministic,0.1,tw_dense,10,75.08944461562012,0.212028881142479,0.0720755127261571,0.514,0.7120000000000001,244303.55805457616
8,0.2,1.0,1.0,deterministic,0.1,tw_gated_offline,10,70.54293221603072,0.13731612100621524,0.049740958477838215,0.5040000000000001,0.732,284361.34841958515
8,0.2,1.0,1.0,deterministic,0.1,tw_offline,10,68.2559470636096,0.14049226281872454,0.049749005202709,0.488,0.6739999999999999,287106.14846021583
8,0.2,1.0,1.0,deterministic,0.1,tw_support_offline,10,69.82893925222544,0.10293806171668292,0.02496908030263118,0.509,0.725,270739.6139300566
8,0.3,1.0,1.0,deterministic,0.1,exp4_dense,10,86.09364028832316,0.2291339119433032,0.08952316764316681,0.5740000000000001,0.75,146667.9232855977
8,0.3,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,73.08094504685198,0.22467613858126279,0.08392089555047393,0.526,0.7449999999999999,281207.2403009343
8,0.3,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,75.71900419130597,0.22998603359278605,0.08363056986943365,0.48900000000000005,0.6839999999999999,224454.37883559003
8,0.3,1.0,1.0,deterministic,0.1,oracle,10,90.46416983343879,0.2275971781621262,0.08788442154032972,0.793,0.9129999999999999,97846.41644018124
8,0.3,1.0,1.0,deterministic,0.1,state_thompson,10,65.29001899414739,0.21948381908935383,0.08395034706742217,0.434,0.6479999999999999,334226.1871955086
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_dense,10,71.78637353441056,0.22512878171231324,0.08386528065119998,0.4760000000000001,0.675,265206.2665077705
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,78.3818053907,0.15540263873116933,0.061939041375046855,0.582,0.76,204954.458673144
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_offline,10,73.08817085693715,0.1579710127313785,0.06230440915018866,0.52,0.732,251879.20741476794
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,83.78066763668771,0.22848488306105566,0.08705064902632317,0.576,0.753,183993.3595946025
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,87.76613326980522,0.15318138115651844,0.06042896537908891,0.627,0.796,125721.75581593564
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_offline,10,83.84015896483875,0.15493440055500107,0.06089725876280144,0.571,0.764,168411.74287122083
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,87.4714071637589,0.11605767887939429,0.03415368117447365,0.62,0.7969999999999999,131954.9060213346
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,68.98020469693465,0.11571696687124375,0.03316476048431142,0.515,0.7070000000000001,293695.9526835323
8,0.3,1.0,1.0,deterministic,0.1,tw_dense,10,68.98449538258015,0.22657307080942726,0.08286698963332949,0.47300000000000003,0.6890000000000001,309405.69633829856
8,0.3,1.0,1.0,deterministic,0.1,tw_gated_offline,10,68.09887869560883,0.1562709826013385,0.06083626508040226,0.507,0.717,329788.4591558399
8,0.3,1.0,1.0,deterministic,0.1,tw_offline,10,61.508939637617814,0.15909799380149756,0.06168978260495095,0.398,0.6070000000000001,365321.9490719534
8,0.3,1.0,1.0,deterministic,0.1,tw_support_offline,10,72.44983560374274,0.11656438214247092,0.03385072236855859,0.544,0.718,261309.65438679402
