S,context_noise_level,trust_scale_mult,gate_scale_mult,gate_mode,trust_floor,policy_label,n,mean_reward_pct_oracle,mean_transition_l1_error,mean_off_support_leakage,mean_top1_agreement,mean_top2_agreement,mean_cum_regret
50,0.0,1.0,1.0,deterministic,0.1,tw_support_offline,10,63.44019295987964,0.08032350700559376,3.799582320050199e-07,0.42800000000000005,0.696,357827.70734842046
50,0.1,1.0,1.0,deterministic,0.1,exp4_dense,10,72.81085808587396,0.32160821805469436,0.01668249492819429,0.4870000000000001,0.721,273072.64209869254
50,0.1,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,57.39694557525551,0.3182124763237272,0.016511457433051654,0.379,0.601,414661.9839518713
50,0.1,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,64.41823908296288,0.3193836733470144,0.016560210133090152,0.413,0.649,361602.2300716074
50,0.1,1.0,1.0,deterministic,0.1,oracle,10,94.64208103881583,0.31842348745911475,0.016507588914745307,0.9030000000000001,0.9710000000000001,57026.76403970048
50,0.1,1.0,1.0,deterministic,0.1,state_thompson,10,50.89228476773573,0.3187405263094342,0.016531873508777446,0.32599999999999996,0.5330000000000001,493732.18847874244
50,0.1,1.0,1.0,deterministic,0.1,tm_tw_dense,10,58.54188477325014,0.32085167005830223,0.016639550592318957,0.382,0.634,402482.977276264
50,0.1,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,60.11502866816086,0.2505655761411273,0.0130534597077307,0.36300000000000004,0.6289999999999999,391609.11184363754
50,0.1,1.0,1.0,deterministic,0.1,tm_tw_offline,10,60.970809049595594,0.24969666615789904,0.01299047476387594,0.4050000000000001,0.6629999999999999,384773.55440721475
50,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,76.66913081737427,0.32166958911820803,0.016672916521582704,0.495,0.753,220018.8580902246
50,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,75.15486315361609,0.2499216474667308,0.013021659826001541,0.5389999999999999,0.7869999999999999,255408.5844804532
50,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_offline,10,77.54932130096849,0.2503586088843234,0.013019864115794866,0.5439999999999999,0.7830000000000001,216648.64069339322
