policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
tm_tw,20262392,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4219.525547669959,421952.55476699595,1068433.9790899497,39.49261845138982,646481.4243229538,0.33,0.53,0.315877337807199,0.00808144335469514,2.818569333999676,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263220,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7704.8387685625,770483.87685625,1043184.9200497128,73.85880125831696,272701.04319346277,0.47,0.74,0.31691189296339534,0.008109278221051959,2.516559000000143,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262352,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6953.900390884352,695390.0390884352,1069064.7381504814,65.04657896503852,373674.69906204613,0.45,0.67,0.07461262719235587,0.0004783730522950826,2.4392732920000526,tw_support_offline,context_noise_refinement
tm_tw,20262672,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8007.665708238894,800766.5708238893,1139856.9813962784,70.25149504659636,339090.410572389,0.5,0.67,0.0730095986215416,0.0004891002871432984,2.3831936669998868,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263500,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7705.0695438706,770506.95438706,1046933.5768168416,73.59654628040057,276426.6224297816,0.48,0.71,0.07206849332625942,0.0004321787511167459,2.4255886670002837,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261644,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8651.856325624503,865185.6325624504,1040906.6698498668,83.11846370311363,175721.0372874164,0.76,0.9,0.37067944619397525,0.009482790666819695,0.024154250000265165,oracle,context_noise_refinement
state_thompson,20262542,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5255.85232739793,525585.232739793,987287.342863455,53.235285202322615,461702.1101236619,0.33,0.56,0.3728771749848904,0.009541341998741624,0.02773404199979268,state_thompson,context_noise_refinement
global_ucb_tw,20262378,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5732.272449257281,573227.2449257281,936249.4700562536,61.22590861293479,363022.22513052553,0.41,0.59,0.3721492031682413,0.009522714341877465,4.423507333999623,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262276,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3789.270320758142,378927.0320758142,871281.6088621211,43.49076443501274,492354.5767863069,0.36,0.55,0.3703618385350284,0.009476519926125079,5.910301417000028,local_ucb_tw_dense,context_noise_refinement
exp4,20261399,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3778.2134307594843,377821.3430759484,857129.4022670703,44.07984862923,479308.05919112184,0.34,0.51,0.3704339631644241,0.009478824040769584,3.235710584000117,exp4_dense,context_noise_refinement
tw,20261249,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4235.007203396654,423500.7203396654,967553.6764645261,43.77025591873635,544052.9561248607,0.35,0.54,0.37191753347965767,0.009516786277952374,3.0586889170003815,tw_dense,context_noise_refinement
tm_tw,20261569,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4286.489544387587,428648.95443875866,927104.766746629,46.2352227939634,498455.81230787036,0.24,0.63,0.37070960969558164,0.00948587740311242,4.0804869590001545,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262397,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5753.202366381365,575320.2366381366,881484.3406224253,65.2672101051616,306164.10398428875,0.44,0.77,0.3716183807153151,0.009509119393958636,3.334896249999929,tm_tw_refined_dense,context_noise_refinement
tw,20261461,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4162.928689792155,416292.8689792155,697488.863682601,59.684518370841474,281195.9947033855,0.24,0.5,0.3157544379424426,0.008079660762693138,2.847555208999893,tw_offline,context_noise_refinement
tm_tw,20261781,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5012.827244723684,501282.7244723684,930798.4446408631,53.85513129706422,429515.7201684947,0.26,0.56,0.3156483007144263,0.008076944877519034,3.0681976249998115,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262609,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5733.044498844068,573304.4498844068,864243.0576928863,66.33602026435182,290938.6078084796,0.33,0.61,0.3165066779326921,0.008098909404051757,3.300235000000157,tm_tw_refined_offline,context_noise_refinement
tw,20262073,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3814.929364574462,381492.9364574462,1075344.4437942482,35.47634794218916,693851.507336802,0.16,0.34,0.3159462792646612,0.008084569681199218,3.4196361669996804,tw_gated_offline,context_noise_refinement
tm_tw,20262393,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5776.05862116431,577605.862116431,1034245.5015555543,55.84804200237607,456639.63943912333,0.37,0.5,0.3157728382191071,0.008080131596909616,3.2376359159998174,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263221,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6238.111751160756,623811.1751160757,941754.7989366717,66.23923507694532,317943.623820596,0.49,0.73,0.31570618705599524,0.008077864831237534,3.116052583000055,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262353,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,4228.526581050677,422852.65810506773,992355.9905482371,42.610984579380485,569503.3324431693,0.3,0.44,0.07326993474555331,0.0005292622384875321,3.4780267500000264,tw_support_offline,context_noise_refinement
tm_tw,20262673,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5513.928967088228,551392.8967088228,967610.352827454,56.98501417410405,416217.4561186312,0.39,0.62,0.07380654787094203,0.000532321577907903,3.497136582999701,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263501,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6261.940195742937,626194.0195742938,941201.6672962933,66.53133343602182,315007.64772199956,0.4,0.69,0.07261908670130628,0.000442320645371269,3.4382172499999797,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261645,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8615.813196229794,861581.3196229794,895796.2623328998,96.18049950098973,34214.94270992046,0.91,0.96,0.37183787819813596,0.009514373296281919,0.02531162500008577,oracle,context_noise_refinement
state_thompson,20262543,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3865.3448751796013,386534.48751796014,866864.0325434967,44.58997870563571,480329.54502553656,0.3,0.5,0.37141662690460286,0.009503968864437561,0.028468125000017608,state_thompson,context_noise_refinement
global_ucb_tw,20262379,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3104.3374119886103,310433.74119886104,853471.6323463689,36.37305909575634,543037.8911475078,0.18,0.48,0.3710971546267138,0.009495794069982575,3.7021025829999417,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262277,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5936.065580612265,593606.5580612265,939242.3155107675,63.20057649217162,345635.757449541,0.39,0.57,0.37165155708241876,0.009509980359167582,3.5900437089999286,local_ucb_tw_dense,context_noise_refinement
exp4,20261400,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7617.444997418327,761744.4997418327,917787.4533315386,82.99792037652345,156042.95358970587,0.57,0.77,0.3708790199446512,0.00949021234564284,3.6376397499998347,exp4_dense,context_noise_refinement
tw,20261250,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4896.44263821594,489644.26382159395,891838.287528764,54.90280812885618,402194.02370717004,0.29,0.49,0.3709468901619244,0.009491781251755102,3.59173012500014,tw_dense,context_noise_refinement
tm_tw,20261570,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5317.702801038382,531770.2801038382,942552.1506763559,56.418128134581295,410781.87057251774,0.36,0.56,0.3717978496675891,0.009513723756942058,3.336362999999892,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262398,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7487.551639144866,748755.1639144866,924506.065036649,80.98975141767238,175750.90112216235,0.57,0.76,0.37157565130260517,0.009508038049330807,3.0479509580000013,tm_tw_refined_dense,context_noise_refinement
tw,20261462,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3590.254000371659,359025.4000371659,927458.53874116,38.710668460120196,568433.138703994,0.26,0.53,0.31584815400260047,0.008081928002667448,3.046371291000014,tw_offline,context_noise_refinement
tm_tw,20261782,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5079.726707225642,507972.67072256416,848856.2080165196,59.842016342145726,340883.5372939554,0.42,0.58,0.3163698707854703,0.008095408723755176,3.3963640839997424,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262610,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8326.558809347278,832655.8809347278,971965.4256501744,85.66723249211682,139309.54471544654,0.6,0.84,0.31729393405205697,0.008119054053226831,2.98687583300034,tm_tw_refined_offline,context_noise_refinement
tw,20262074,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4368.881203425878,436888.1203425878,906089.657427914,48.21687531262274,469201.53708532616,0.3,0.53,0.3155522102368224,0.008074469937784103,3.3891462080000565,tw_gated_offline,context_noise_refinement
tm_tw,20262394,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6186.505019649265,618650.5019649265,892249.6934265275,69.3360285268475,273599.19146160106,0.41,0.62,0.31582831995703037,0.008081551287552339,3.5313659580001513,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263222,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7309.804740046588,730980.4740046589,882307.936208634,82.84867946963682,151327.46220397518,0.68,0.83,0.31676344401678713,0.008105016170011844,3.4838917500001116,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262354,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5419.230942459246,541923.0942459246,927126.1371273394,58.45192714823575,385203.04288141476,0.41,0.6,0.07375118008247855,0.0005242946107849841,2.936061249999966,tw_support_offline,context_noise_refinement
tm_tw,20262674,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,2854.0791903131308,285407.9190313131,840963.4980991906,33.93820536520475,555555.5790678775,0.18,0.49,0.07356806750125106,0.0005089736042300334,3.2519906669999727,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263502,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8505.926902693871,850592.6902693871,987104.7773256198,86.17045624821233,136512.08705623273,0.64,0.79,0.07051611885339731,0.00047105709125926706,2.993352500000128,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261646,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13232.021117177808,1323202.1117177808,1457550.8409626326,90.78256994753461,134348.72924485174,0.84,0.95,0.37234333854420837,0.009527619462738179,0.02549779099990701,oracle,context_noise_refinement
state_thompson,20262544,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4505.202905333794,450520.2905333794,1286778.4534699253,35.01148852147057,836258.1629365459,0.2,0.32,0.3716418312816108,0.009509731491181164,0.02917841699991186,state_thompson,context_noise_refinement
global_ucb_tw,20262380,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6079.683640803955,607968.3640803955,1195920.83759335,50.83684011258306,587952.4735129545,0.37,0.69,0.3705120001908579,0.00948082088586422,2.8903107079995607,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262278,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5752.779909762105,575277.9909762105,1159473.6566546208,49.615442979190675,584195.6656784103,0.38,0.61,0.37128062045496296,0.009500388258477589,3.038526875000116,local_ucb_tw_dense,context_noise_refinement
exp4,20261401,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,12474.241142698162,1247424.114269816,1439831.8275096263,86.63679260566119,192407.7132398102,0.5,0.75,0.37173878230505875,0.009511268245910065,3.137631416000204,exp4_dense,context_noise_refinement
tw,20261251,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3200.062998273219,320006.2998273219,1366304.016058224,23.421310050052952,1046297.7162309021,0.18,0.43,0.37094352991697677,0.009491863054641891,3.404876083999625,tw_dense,context_noise_refinement
tm_tw,20261571,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5233.129319720006,523312.9319720006,1076401.238746069,48.616901684507816,553088.3067740684,0.32,0.56,0.3706336881370733,0.009483098953818407,3.4828294580001966,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262399,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7600.666596392696,760066.6596392696,1180256.3325641728,64.39843944645332,420189.6729249032,0.4,0.69,0.37235975956264167,0.009527934464899239,3.55431283300004,tm_tw_refined_dense,context_noise_refinement
tw,20261463,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4890.426862032074,489042.68620320735,1253576.2469154303,39.01180222635469,764533.5607122229,0.32,0.56,0.3159203247729767,0.008083905546470201,3.090817791000063,tw_offline,context_noise_refinement
tm_tw,20261783,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6950.0498616837685,695004.9861683769,1199096.2541685894,57.960733656887996,504091.2680002125,0.42,0.63,0.31554880539427443,0.008074398948348441,3.2679065000002083,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262611,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6442.924666342121,644292.4666342121,1023486.2916493303,62.95076659951605,379193.82501511823,0.37,0.65,0.3159119106674093,0.008082903238532186,3.2406662500002312,tm_tw_refined_offline,context_noise_refinement
tw,20262075,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6013.201234492528,601320.1234492528,1098696.5003625448,54.73032118067463,497376.376913292,0.36,0.57,0.3157599505007019,0.008079192957497702,3.2663858750001964,tw_gated_offline,context_noise_refinement
tm_tw,20262395,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6404.390769701146,640439.0769701146,1186882.5771531526,53.959767318033,546443.500183038,0.33,0.61,0.31565526519260634,0.008077123087590923,3.270336708999821,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263223,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5927.8040853209495,592780.4085320949,960889.9734438721,61.69076844537609,368109.56491177715,0.39,0.67,0.3162883991260172,0.008092536987614045,3.3305211249999047,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262355,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3508.271754245205,350827.1754245205,1300909.4496607645,26.967839730582707,950082.274236244,0.2,0.51,0.07284986869577974,0.0005679249976670189,3.1442687080002543,tw_support_offline,context_noise_refinement
tm_tw,20262675,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8188.425550788453,818842.5550788452,1173653.4123320223,69.76868524173793,354810.8572531771,0.47,0.6,0.07298409925394214,0.0004925387354845725,3.209888584000055,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263503,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8217.886473323793,821788.6473323792,1283159.7942997462,64.04413939581475,461371.1469673669,0.51,0.77,0.07220927830382068,0.0005687635561098427,3.2248901250000017,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261647,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9647.18813936746,964718.8139367459,1041657.0442429621,92.6138616609527,76938.23030621628,0.81,0.94,0.37128534052231443,0.009500609451855544,0.026588083999740775,oracle,context_noise_refinement
state_thompson,20262545,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4677.41106675765,467741.10667576495,937637.2655667098,49.8850807079496,469896.15889094485,0.31,0.46,0.3708348333426825,0.009488561026174486,0.029970333999699506,state_thompson,context_noise_refinement
global_ucb_tw,20262381,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4618.169470602548,461816.94706025487,909542.4510787887,50.77464460427369,447725.50401853386,0.37,0.59,0.3712425362139559,0.00949937874573791,3.5701038750003136,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262279,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5157.526041437235,515752.60414372355,910426.6575206746,56.64954995367229,394674.0533769511,0.31,0.59,0.37161250278334446,0.00950898102091631,3.5734256669998103,local_ucb_tw_dense,context_noise_refinement
exp4,20261402,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6999.663917276388,699966.3917276388,818632.0909482917,85.50439195668567,118665.69922065292,0.64,0.84,0.3709790215351338,0.009492771229477046,3.5137367500001346,exp4_dense,context_noise_refinement
tw,20261252,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3836.170622243594,383617.0622243594,894688.7520595653,42.87715267921682,511071.68983520585,0.29,0.43,0.3724564366828896,0.009530575965579302,3.593704500000058,tw_dense,context_noise_refinement
tm_tw,20261572,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,2105.353767655229,210535.3767655229,818541.1594910887,25.72080515736301,608005.7827255658,0.09,0.34,0.37139888507173074,0.00950351487876487,3.5494644999998854,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262400,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8340.299998296561,834029.9998296561,913418.199549815,91.30866893616898,79388.19972015894,0.71,0.87,0.3725202817888149,0.009532105801656084,3.608708874999593,tm_tw_refined_dense,context_noise_refinement
tw,20261464,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4090.3978043500033,409039.7804350003,852109.9451427173,48.0031693992835,443070.164707717,0.37,0.5,0.31568690212622524,0.00807788887936078,3.290334124999845,tw_offline,context_noise_refinement
tm_tw,20261784,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3044.3989676473884,304439.89676473883,929538.6944458431,32.75171852272753,625098.7976811043,0.24,0.5,0.31600685035706083,0.008086119600439638,3.243453583000246,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262612,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,7215.6216273451255,721562.1627345126,863904.1528522249,83.5234048073779,142341.9901177123,0.62,0.79,0.3155634334732814,0.008074773257944074,3.243812582999908,tm_tw_refined_offline,context_noise_refinement
tw,20262076,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4998.7607055319995,499876.07055319997,911790.8585330753,54.8235448814896,411914.78797987534,0.34,0.58,0.3164786974018348,0.008096831203406658,3.3023855830001594,tw_gated_offline,context_noise_refinement
tm_tw,20262396,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5923.168627484345,592316.8627484345,940713.1504575199,62.964662762539106,348396.2877090854,0.45,0.59,0.31586642166402235,0.008082526250466496,3.406071915999746,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263224,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6902.935293882577,690293.5293882577,841490.2777068479,82.03226438567803,151196.74831859022,0.51,0.68,0.3156758514272787,0.00807764985704385,3.3054671249997227,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262356,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5578.692095978002,557869.2095978002,939579.6177145591,59.37434136287094,381710.4081167589,0.38,0.6,0.07310233451830771,0.000560928954945209,3.077157083000202,tw_support_offline,context_noise_refinement
tm_tw,20262676,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7062.747941560582,706274.7941560582,923358.8592011622,76.48974037754803,217084.065045104,0.52,0.67,0.07178774310827614,0.0004540044827238084,3.1481429579998803,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263504,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7648.697910527606,764869.7910527606,874768.7072367114,87.43680297719973,109898.91618395085,0.64,0.86,0.07261669585248116,0.0005222315357566422,3.409119124999961,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261648,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,11473.967402270793,1147396.7402270793,1238488.2124433566,92.64494637082034,91091.47221627738,0.83,0.93,0.3712094029328498,0.009498666328059695,0.025251125000067987,oracle,context_noise_refinement
state_thompson,20262546,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5440.28293591684,544028.293591684,1100892.871292552,49.417005757603235,556864.577700868,0.32,0.55,0.3703431159682468,0.009476439344176898,0.029204458000094746,state_thompson,context_noise_refinement
global_ucb_tw,20262382,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5562.451037827304,556245.1037827304,1135637.1894663966,48.98088130101605,579392.0856836662,0.3,0.57,0.3704639170831207,0.009479538900325017,3.6572074580003573,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262280,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6293.127982772312,629312.7982772312,1175301.4360748504,53.54479956894672,545988.6377976192,0.4,0.69,0.37227116137035976,0.009525835060961468,3.5140597909999087,local_ucb_tw_dense,context_noise_refinement
exp4,20261403,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8679.356602314736,867935.6602314735,1104245.119234521,78.59990912462798,236309.45900304744,0.48,0.73,0.37151571522688465,0.009506277048877432,3.4601798329999838,exp4_dense,context_noise_refinement
tw,20261253,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6579.340858432297,657934.0858432297,1134039.420256466,58.01686203240062,476105.33441323624,0.38,0.6,0.3715132089575977,0.009506440247671472,3.468151458000193,tw_dense,context_noise_refinement
tm_tw,20261573,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4319.5906794402945,431959.06794402946,984650.6248096841,43.869272720719565,552691.5568656547,0.23,0.52,0.3716958599739161,0.009511114000665823,3.462197916999685,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262401,100,100,2,0.0,0.45,0.2,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8753.4456044342,875344.56044342,1118647.249789585,78.25027600148933,243302.68934616493,0.49,0.75,0.3714458361166778,0.009504716282355895,3.4349490829999922,tm_tw_refined_dense,context_noise_refinement
tw,20261465,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6000.714683661002,600071.4683661002,1250725.0502421309,47.977888365626875,650653.5818760307,0.37,0.62,0.31684558253065803,0.008107581441095246,3.352707250000094,tw_offline,context_noise_refinement
tm_tw,20261785,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,1911.877995632837,191187.79956328368,1120267.4491167862,17.066263927780398,929079.6495535026,0.12,0.34,0.3168282045304958,0.008107136765330874,3.2729848330000095,tm_tw_offline,context_noise_refinement
tm_tw_refined,20262613,100,100,2,0.0,0.45,0.2,offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8033.324688279056,803332.4688279056,1082942.8616706077,74.18050363143264,279610.3928427021,0.4,0.73,0.3157803638768027,0.008080324166685018,3.277088083000308,tm_tw_refined_offline,context_noise_refinement
tw,20262077,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5211.856749188571,521185.67491885705,1030391.489854677,50.58132564665915,509205.81493581994,0.32,0.56,0.3162400400524339,0.008092086558954131,3.2930435829998714,tw_gated_offline,context_noise_refinement
tm_tw,20262397,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6923.934473800211,692393.4473800211,1231652.7531991084,56.21661183167014,539259.3058190873,0.44,0.65,0.3165620740295502,0.00810032690327396,3.2481070419999014,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263225,100,100,2,0.0,0.45,0.2,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6948.408902535394,694840.8902535394,1156212.0103299627,60.096321785763486,461371.1200764233,0.41,0.7,0.3168460163757357,0.008107592542510233,3.2361937919999946,tm_tw_refined_gated_offline,context_noise_refinement
tw,20262357,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7829.51633091812,782951.633091812,1189272.6430977965,65.83449452367738,406321.01000598446,0.54,0.67,0.07150083499296414,0.0004992964715582088,3.1383628329999738,tw_support_offline,context_noise_refinement
tm_tw,20262677,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6901.938491785447,690193.8491785447,1062754.64671652,64.94385616764541,372560.79753797525,0.39,0.75,0.0708929445539956,0.0005214458011663836,3.1209782500000074,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263505,100,100,2,0.0,0.45,0.2,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5983.888263274662,598388.8263274662,932196.9637251614,64.19124386934696,333808.1373976952,0.44,0.65,0.07102264550672162,0.0005079883806265009,3.1803422080001837,tm_tw_refined_support_offline,context_noise_refinement
